timestamp,value
7:00 PM,10937698
8:00 PM,382624
9:00 PM,3246375
10:00 PM,66517
11:00 PM,433195
12:00 AM,812523
1:00 AM,2202894
2:00 AM,203742
3:00 AM,34717
4:00 AM,155024
5:00 AM,1223983
6:00 AM,819990
7:00 AM,2312339
8:00 AM,321443
9:00 AM,62238
10:00 AM,272189
11:00 AM,1305739
12:00 PM,62618
1:00 PM,402514
2:00 PM,62514
3:00 PM,2980285
4:00 PM,15900516
5:00 PM,546915
6:00 PM,681163
