timestamp,value
7:00 PM,686
8:00 PM,48
9:00 PM,1073
10:00 PM,14
11:00 PM,46
12:00 AM,60
1:00 AM,136
2:00 AM,13
3:00 AM,5
4:00 AM,9
5:00 AM,73
6:00 AM,86
7:00 AM,280
8:00 AM,32
9:00 AM,4
10:00 AM,5
11:00 AM,76
12:00 PM,6
1:00 PM,19
2:00 PM,5
3:00 PM,149
4:00 PM,877
5:00 PM,20
6:00 PM,44
