timestamp,value
7:00 PM,11231703
8:00 PM,723570
9:00 PM,3332815
10:00 PM,209250
11:00 PM,520683
12:00 AM,864236
1:00 AM,2263857
2:00 AM,205517
3:00 AM,34717
4:00 AM,155024
5:00 AM,1238911
6:00 AM,847777
7:00 AM,2330736
8:00 AM,322075
9:00 AM,62238
10:00 AM,272189
11:00 AM,1320715
12:00 PM,92731
1:00 PM,403522
2:00 PM,62514
3:00 PM,2980285
4:00 PM,16129902
5:00 PM,547429
6:00 PM,716591
